date,admin2,ipc_phase,population_affected
2011-07-01,Dega Damot,1,
2011-07-01,Degehabur,3,
2011-07-01,Degehamedo,4,
2011-07-01,Degeluna Tijo,3,
2011-07-01,Degem,2,
2011-07-01,Degua Temben,2,
2011-07-01,Dehana,3,
2011-07-01,Dehas,4,
2011-07-01,Dejen,1,
2011-07-01,Delanta,2,
2011-07-01,Dembecha,1,
2011-07-01,Dembel,3,
2011-07-01,Dembia,1,
2011-07-01,Denan,4,
2011-07-01,Dendi,1,
2011-07-01,Denibu Gofa,3,
2011-07-01,Dera,2,
2011-07-01,Dera,1,
2011-07-01,Derashe SP Woreda,3,
2011-07-01,Dessie Zuria,2,
2011-07-01,Dewa Harewa,2,
2011-07-01,Dewe,3,
2011-07-01,Dibat,1,
2011-07-01,Didu,1,
2011-07-01,Diga,1,
2011-07-01,Diguna Fango,3,
2011-07-01,Dihun,4,
2011-07-01,Diksis,3,
2011-07-01,Dila Zuria,3,
2011-07-01,Dillo,4,
2011-07-01,Dima,2,
2011-07-01,Dinsho,3,
2011-07-01,Dire,4,
2011-07-01,Dire Dawa,2,
2011-07-01,Dita,2,
2011-07-01,Doba,3,
2011-07-01,Dodola,3,
2011-07-01,Dodota,3,
2011-07-01,Dolo Odo,4,
2011-07-01,Dolobay,4,
2011-07-01,Dorani,1,
2011-07-01,Doya Gena,3,
2011-07-01,Dubti,3,
2011-07-01,Dugda,2,
2011-07-01,Dugda Dawa,3,
2011-07-01,Dulecha,3,
2011-07-01,Dune,3,
2011-07-01,East Belesa,2,
2011-07-01,East Esite,2,
2011-07-01,East Imi,3,
2011-07-01,Ebenat,1,
2011-07-01,Eferatana Gidem,2,
2011-07-01,Ejere (Addis Alem),1,
2011-07-01,Ela (Konta) SP Woreda,1,
2011-07-01,Elidar,3,
2011-07-01,Enarj Enawga,1,
2011-07-01,Enbise Sar Midir,1,
2011-07-01,Endamehoni,3,
2011-07-01,Enderta,2,
2011-07-01,Endiguagn,2,
2011-07-01,Enemay,1,
2011-07-01,Enemorina Eaner,2,
2011-07-01,Ensaro,2,
2011-07-01,Erebti,3,
2011-07-01,Erer,3,
2011-07-01,Erob,3,
2011-07-01,Esira,2,
2011-07-01,Ewa,3,
2011-07-01,Ezha,1,
2011-07-01,Fagta Lakoma,1,
2011-07-01,Farta,2,
2011-07-01,Fedis,3,
2011-07-01,Fentale,2,
2011-07-01,Ferfer,4,
2011-07-01,Fik,3,
2011-07-01,Filtu,3,
2011-07-01,Fogera,2,
2011-07-01,Fursi,3,
2011-07-01,Gaji,1,
2011-07-01,Gambela Zuria,2,
2011-07-01,Gambella Wild Life Reserve,2,
2011-07-01,Ganta Afeshum,2,
2011-07-01,Gasera,2,
2011-07-01,Gawo Kebe,1,
2011-07-01,Gaz Gibla,3,
2011-07-01,Gechi,1,
2011-07-01,Gedeb Asasa,3,
2011-07-01,Geladin,4,
2011-07-01,Gelana,3,
2011-07-01,Gelila (Semen Ari),3,
2011-07-01,Gembora,3,
2011-07-01,Gemechis,3,
2011-07-01,Gena Bosa,2,
2011-07-01,Gera,1,
2011-07-01,Gerar Jarso,2,
2011-07-01,Gerbo,4,
2011-07-01,Gesha (Deka),1,
2011-07-01,Geta,2,
2011-07-01,Getawa,1,
2011-07-01,Gewane,3,
2011-07-01,Geze Gofa,2,
2011-07-01,Gibe,3,
2011-07-01,Gida Kiremu,1,
2011-07-01,Gidami,1,
2011-07-01,Gidan,2,
2011-07-01,Gimbi,1,
2011-07-01,Gimbichu,1,
2011-07-01,Gimbo,1,
2011-07-01,Ginde Beret,2,
2011-07-01,Ginir,3,
2011-07-01,Girawa,3,
2011-07-01,Girja (Harenfema),3,
2011-07-01,Gishe Rabel,2,
2011-07-01,Gnangatom,3,
2011-07-01,Goba,2,
2011-07-01,Goba Koricha,3,
2011-07-01,Gobu Seyo,1,
2011-07-01,Gode,3,
2011-07-01,Godere,2,
2011-07-01,Goge,2,
2011-07-01,Golo Oda,3,
2011-07-01,Gololcha Arsi,3,
2011-07-01,Gololcha Bale,2,
2011-07-01,Goma,1,
2011-07-01,Goncha Siso Enese,1,
2011-07-01,Gonder Zuria,1,
2011-07-01,Gonje,1,
2011-07-01,Gorche,2,
2011-07-01,Goro,3,
2011-07-01,Goro,1,
2011-07-01,Goro Baqaqsa,3,
2011-07-01,Goro Gutu,3,
2011-07-01,Guagusa Shikudad,1,
2011-07-01,Guangua,1,
2011-07-01,Guba,1,
2011-07-01,Guba Lafto,2,
2011-07-01,Gudetu Kondole,1,
2011-07-01,Guduru,1,
2011-07-01,Gulina,3,
2011-07-01,Gulomekeda,2,
2011-07-01,Gumay,1,
2011-07-01,Gumer,2,
2011-07-01,Guna,3,
2011-07-01,Gunagado,4,
2011-07-01,Gura Damole,3,
2011-07-01,Guradamole,3,
2011-07-01,Gurafereda,1,
2011-07-01,Gursum,3,
2011-07-01,Guto Gida,1,
2011-07-01,Guzamn,1,
2011-07-01,Habro,3,
2011-07-01,Habru,2,
2011-07-01,Hadero Tubito,3,
2011-07-01,Hagere Mariam,2,
2011-07-01,Halu (Huka),1,
2011-07-01,Hambela Wamena,1,
2011-07-01,Hamer,3,
2011-07-01,Hamero,4,
2011-07-01,Harena Buluk,4,
2011-07-01,Hareshen,3,
2011-07-01,Haro Limu,1,
2011-07-01,Haro Maya,3,
2011-07-01,Haru,1,
2011-07-01,Hawa Galan,1,
2011-07-01,Hawi Gudina,3,
2011-07-01,Hawzen,2,
2011-07-01,Hidabu Abote,2,
2011-07-01,Hintalo Wejirat,3,
2011-07-01,Hitosa,3,
2011-07-01,Homosha,1,
2011-07-01,Horo,1,
2011-07-01,Hudet,4,
2011-07-01,Hulet Ej Enese,1,
2011-07-01,Hulla,2,
2011-07-01,Humbo,3,
2011-07-01,Hurumu,1,
2011-07-01,Ibantu,1,
2011-07-01,Ifata,1,
2011-07-01,Ilu,1,
2011-07-01,Inkolo Wabe,3,
2011-07-01,Itang,2,
2011-07-01,Jabi Tehnan,1,
2011-07-01,Jama,2,
2011-07-01,Janamora,2,
2011-07-01,Jarso,3,
2011-07-01,Jarso,1,
2011-07-01,Jarte Jardega,1,
2011-07-01,Jawi,1,
2011-07-01,Jeju,3,
2011-07-01,Jeldu,2,
2011-07-01,Jibat,2,
2011-07-01,Jida,2,
2011-07-01,Jijiga,3,
2011-07-01,Jikawo,3,
2011-07-01,Jille Timuga,2,
2011-07-01,Jimma Arjo,1,
2011-07-01,Jimma Genete,1,
2011-07-01,Jimma Horo,1,
2011-07-01,Jimma Rare,1,
2011-07-01,Jore,2,
2011-07-01,Kacha Bira,3,
2011-07-01,Kafta Humera,1,
2011-07-01,Kalu,2,
2011-07-01,Kamashi,1,
2011-07-01,Kebena,2,
2011-07-01,Kebribeyah,3,
2011-07-01,Kebridehar,3,
2011-07-01,Kediada Gambela,3,
2011-07-01,Kelafo,4,
2011-07-01,Kelela,2,
2011-07-01,Kelete Awelallo,2,
2011-07-01,Kemba,3,
2011-07-01,Kembibit,2,
2011-07-01,Kercha,1,
2011-07-01,Kersa,3,
2011-07-01,Kersa,1,
2011-07-01,Kersana Malima,1,
2011-07-01,Kewet,2,
2011-07-01,Kiltu Kara,1,
2011-07-01,Kindo Dida,3,
2011-07-01,Kindo Koysha,3,
2011-07-01,Kobo,2,
2011-07-01,Kochere,3,
2011-07-01,Kochere Gedeb,3,
2011-07-01,Kofele,3,
2011-07-01,Kokir Gedbano,1,
2011-07-01,Kokosa,1,
2011-07-01,Kola Temben,2,
2011-07-01,Kombolcha,3,
2011-07-01,Kondaltiti,1,
2011-07-01,Koneba,3,
2011-07-01,Konso SP Woreda,3,
2011-07-01,Kore,3,
2011-07-01,Kucha,3,
2011-07-01,Kuni,3,
2011-07-01,Kurfa Chele,3,
2011-07-01,Kurmuk,2,
2011-07-01,Kutaber,2,
2011-07-01,Kuyu,2,
2011-07-01,Laelay Adiyabo,2,
2011-07-01,Laelay Maychew,2,
2011-07-01,Lagahida,4,
2011-07-01,Lalo Asabi,1,
2011-07-01,Lalo Kile,1,
2011-07-01,Lanfero,2,
2011-07-01,Lare,3,
2011-07-01,Lasta (Ayna),2,
2011-07-01,Lay Armacho,1,
2011-07-01,Lay Gayint,2,
2011-07-01,Legambo,2,
2011-07-01,Lege Hida,4,
2011-07-01,Legehida,2,
2011-07-01,Leka Dulecha,1,
2011-07-01,Liben,3,
2011-07-01,Liben Chukala,1,
2011-07-01,Libo Kemkem,1,
2011-07-01,Limu,1,
2011-07-01,Limu,3,
2011-07-01,Limu Bilbilo,3,
2011-07-01,Limu Kosa,1,
2011-07-01,Limu Seka,1,
2011-07-01,Loka-Abaya,3,
2011-07-01,Loma Bosa,2,
2011-07-01,Lome,1,
2011-07-01,Lude Hitosa,3,
2011-07-01,Maji,1,
2011-07-01,Male,3,
2011-07-01,Malga,2,
2011-07-01,Malka Balo,3,
2011-07-01,Mana Sibu,1,
2011-07-01,Mandura,1,
2011-07-01,Maokomo Special,2,
2011-07-01,Mareka,2,
2011-07-01,Mareko,2,
2011-07-01,Masha,1,
2011-07-01,Mecha,1,
2011-07-01,Meda Welabu,4,
2011-07-01,Medebay Zana,2,
2011-07-01,Megale,3,
2011-07-01,Mehal Sayint,2,
2011-07-01,Mekdela,2,
2011-07-01,Meket,2,
2011-07-01,Meko,1,
2011-07-01,Melekoza,1,
2011-07-01,Melka Soda,3,
2011-07-01,Mena,4,
2011-07-01,Mena,1,
2011-07-01,Menge,1,
2011-07-01,Mengesh,2,
2011-07-01,Menit Goldiye,1,
2011-07-01,Menit Shasha,1,
2011-07-01,Menjiwo,1,
2011-07-01,Menz Gera Midir,2,
2011-07-01,Menz Keya Gabriel,2,
2011-07-01,Menz Lalo Midir,2,
2011-07-01,Menz Mama Midir,2,
2011-07-01,Merahbete,2,
2011-07-01,Mereb Leke,2,
2011-07-01,Merti,3,
2011-07-01,Mesela,3,
2011-07-01,Meskan,2,
2011-07-01,Meta,3,
2011-07-01,Meta Robi,2,
2011-07-01,Metema,1,
2011-07-01,Metu Zuria,1,
2011-07-01,Meyu,3,
2011-07-01,Meyumuluka,3,
2011-07-01,Michakel,1,
2011-07-01,Mida Kegn,2,
2011-07-01,Midega Tola,3,
2011-07-01,Mierab Azenet Berbere,2,
2011-07-01,Mierab Badawacho,3,
2011-07-01,Mieso,3,
2011-07-01,Miesso,3,
2011-07-01,Mile,3,
2011-07-01,Mimo Weremo,2,
2011-07-01,Minjar Shenkora,2,
2011-07-01,Mirab Abaya,3,
2011-07-01,Mirab Armacho,1,
2011-07-01,Misha,3,
2011-07-01,Misrak Azenet Berbere,2,
2011-07-01,Misrak Badawacho,3,
2011-07-01,Misrak Gashamo,3,
2011-07-01,Miyo,4,
2011-07-01,Mojan Wedera,2,
2011-07-01,Moretna Jiru,2,
2011-07-01,Moyale,4,
2011-07-01,Muhur Na Aklil,2,
2011-07-01,Mulo,1,
2011-07-01,Munessa,3,
2011-07-01,Mustahil,4,
2011-07-01,Naeder Adet,2,
2011-07-01,Nejo,1,
2011-07-01,Nenesebo (Wereka),3,
2011-07-01,Nole Kaba,1,
2011-07-01,Nono,1,
2011-07-01,Nunu Kumba,1,
2011-07-01,Odo Shakiso,3,
2011-07-01,Ofa,3,
2011-07-01,Ofla,3,
2011-07-01,Omo Nada,1,
2011-07-01,Pawe Special,1,
2011-07-01,Quara,1,
2011-07-01,Quarit,1,
2011-07-01,Raya Azebo,3,
2011-07-01,Rayitu,4,
2011-07-01,Robe,3,
2011-07-01,Saesie Tsaedaemba,2,
2011-07-01,Saharti Samre,2,
2011-07-01,Sahla,3,
2011-07-01,Sale Nono,1,
2011-07-01,Sankura,2,
2011-07-01,Sasiga,1,
2011-07-01,Sayilem,1,
2011-07-01,Sayint,2,
2011-07-01,Sayo,1,
2011-07-01,Sayo Nole,1,
2011-07-01,Seden Sodo,1,
2011-07-01,Segeg,4,
2011-07-01,Seka Chekorsa,1,
2011-07-01,Sekela,1,
2011-07-01,Sekoru,1,
2011-07-01,Sekota,3,
2011-07-01,Selahad,4,
2011-07-01,Selamgo,3,
2011-07-01,Selti,2,
2011-07-01,Semen Achefer,1,
2011-07-01,Semen Bench,1,
2011-07-01,Senan,1,
2011-07-01,Serer/Elkere,3,
2011-07-01,Seru,3,
2011-07-01,Setema,1,
2011-07-01,Seweyna,4,
2011-07-01,Shalla,3,
2011-07-01,Shashemene Zuria,3,
2011-07-01,Shashogo,3,
2011-07-01,Shay Bench,1,
2011-07-01,Shebe Dino,2,
2011-07-01,Shebe Sambo,1,
2011-07-01,Shebel Bereta,1,
2011-07-01,Sheka,1,
2011-07-01,Shekosh,4,
2011-07-01,Sherkole,2,
2011-07-01,Shilabo,4,
2011-07-01,Shinile,3,
2011-07-01,Shirka,2,
2011-07-01,Sibu Sire,1,
2011-07-01,Sigmo,1,
2011-07-01,Simada,2,
2011-07-01,Simurobi Gele'alo,3,
2011-07-01,Sinana,2,
2011-07-01,Siraro,3,
2011-07-01,Sirba Abay,2,
2011-07-01,Sire,3,
2011-07-01,Siya Debirna Wayu,2,
2011-07-01,Sodo,2,
2011-07-01,Sodo Daci,1,
2011-07-01,Sodo Zuria,3,
2011-07-01,Soro,3,
2011-07-01,South Ari (Bako Gazer),3,
2011-07-01,Sude,3,
2011-07-01,Sululta,1,
2011-07-01,Surma,1,
2011-07-01,Tach Armacho,1,
2011-07-01,Tach Gayint,2,
2011-07-01,Tahtay Adiyabo,2,
2011-07-01,Tahtay Koraro,2,
2011-07-01,Tahtay Maychew,2,
2011-07-01,Takusa,1,
2011-07-01,Tanqua Abergele,2,
2011-07-01,Tarema Ber,2,
2011-07-01,Teferi Ber,3,
2011-07-01,Telalak,3,
2011-07-01,Teltele,3,
2011-07-01,Tena,3,
2011-07-01,Tenta,2,
2011-07-01,Teru,3,
2011-07-01,Thehulederie,2,
2011-07-01,Tibaro,3,
2011-07-01,Tikur Enchini,1,
2011-07-01,Tiro Afeta,1,
2011-07-01,Tiyo,3,
2011-07-01,Tocha,2,
2011-07-01,Toke Kutaye,2,
2011-07-01,Tole,1,
2011-07-01,Tsegede,1,
2011-07-01,Tselemt,2,
2011-07-01,Tselemti,2,
2011-07-01,Tulo,1,
2011-07-01,Tulo,3,
2011-07-01,Ubadebretsehay,3,
2011-07-01,Uraga,1,
2011-07-01,Wadera,3,
2011-07-01,Wadla,2,
2011-07-01,Waliso,1,
2011-07-01,Walmara,1,
2011-07-01,Wama Hagalo,1,
2011-07-01,Wantawo,3,
2011-07-01,Wara Jarso,2,
2011-07-01,Warder,4,
2011-07-01,Wayu Tuka,1,
2011-07-01,Wegde,2,
2011-07-01,Wegera,2,
2011-07-01,Welkait,1,
2011-07-01,Wemberma,1,
2011-07-01,Wenago,3,
2011-07-01,Wenbera,1,
2011-07-01,Wenchi,1,
2011-07-01,Were Ilu,2,
2011-07-01,Werei Leke,2,
2011-07-01,West Belesa,2,
2011-07-01,West Esite,2,
2011-07-01,West Imi,3,
2011-07-01,Wilbareg,2,
2011-07-01,Wondo-Genet,2,
2011-07-01,Wonosho,2,
2011-07-01,Worebabu,2,
2011-07-01,Wuchale,2,
2011-07-01,Yabelo,3,
2011-07-01,Yalo,3,
2011-07-01,Yama Logi Welel,1,
2011-07-01,Yaso,1,
2011-07-01,Yaya Gulele,2,
2011-07-01,Yayu,1,
2011-07-01,Yeki,1,
2011-07-01,Yem SP Woreda,1,
2011-07-01,Yilmana Densa,1,
2011-07-01,Yirgachefe,3,
2011-07-01,Yubdo,1,
2011-07-01,Zala,3,
2011-07-01,Ziquala,3,
2011-07-01,Ziway Dugda,3,
2011-10-01,Ab Ala,2,
2011-10-01,Ababo,1,
2011-10-01,Abay Chomen,1,
2011-10-01,Abaya,1,
2011-10-01,Abe Dongoro,1,
2011-10-01,Abergele,2,
2011-10-01,Abeshege,1,
2011-10-01,Abichuna Gne'a,2,
2011-10-01,Abobo,1,
2011-10-01,Abuna G/Beret,1,
2011-10-01,Ada'a,1,
2011-10-01,Adaba,1,
2011-10-01,Adadle,4,
2011-10-01,Adama,1,
2011-10-01,Adami Tulu Jido Kombolcha,2,
2011-10-01,Adda Berga,1,
2011-10-01,Addi Arekay,2,
2011-10-01,Adola,1,
2011-10-01,Adwa,2,
2011-10-01,Afambo,2,
2011-10-01,Afdem,2,
2011-10-01,Afder,3,
2011-10-01,Afdera,3,
2011-10-01,Afele Kola (Dima),1,
2011-10-01,Agalometi,1,
2011-10-01,Agarfa,1,
2011-10-01,Ahferom,2,
2011-10-01,Akaki,1,
2011-10-01,Akobo,2,
2011-10-01,Alaba SP Woreda,2,
2011-10-01,Alaje,2,
2011-10-01,Alamata,2,
2011-10-01,Albuko,2,
2011-10-01,Ale,1,
2011-10-01,Aleltu,1,
2011-10-01,Alem Gena,1,
2011-10-01,Aleta Wendo,2,
2011-10-01,Alfa,1,
2011-10-01,Alge Sachi,1,
2011-10-01,Alicho Woriro,1,
2011-10-01,Amaro SP Woreda,3,
2011-10-01,Ambasel,2,
2011-10-01,Ambo Zuria,1,
2011-10-01,Ameya,1,
2011-10-01,Amibara,2,
2011-10-01,Amigna,1,
2011-10-01,Amuru,1,
2011-10-01,Analemmo,2,
2011-10-01,Anchar,2,
2011-10-01,Anderacha,1,
2011-10-01,Aneded,1,
2011-10-01,Anfilo,1,
2011-10-01,Angolelana Tera,2,
2011-10-01,Anigacha,2,
2011-10-01,Ankasha,1,
2011-10-01,Ankober,1,
2011-10-01,Antsokiya,1,
2011-10-01,Arba Minch Zuria,2,
2011-10-01,Arbe Gonna,2,
2011-10-01,Arero,3,
2011-10-01,Argoba,2,
2011-10-01,Argoba Special,2,
2011-10-01,Aroresa,2,
2011-10-01,Arsi Negele,2,
2011-10-01,Artuma,2,
2011-10-01,Artuma Fursi,2,
2011-10-01,Aseko,2,
2011-10-01,Asgede Tsimbila,2,
2011-10-01,Assagirt,2,
2011-10-01,Assosa,1,
2011-10-01,Atsbi Wenberta,2,
2011-10-01,Awabel,1,
2011-10-01,Aware,3,
2011-10-01,Awasa Town,2,
2011-10-01,Awash Fentale,2,
2011-10-01,Awassa Zuria,2,
2011-10-01,Awra,2,
2011-10-01,Ayida,2,
2011-10-01,Ayira Guliso,1,
2011-10-01,Ayisha,2,
2011-10-01,Aysaita,2,
2011-10-01,Babile,2,
2011-10-01,Babo,1,
2011-10-01,Badele Zuria,1,
2011-10-01,Bahirdar Zuria,1,
2011-10-01,Bako Tibe,1,
2011-10-01,Bambasi,1,
2011-10-01,Banja,1,
2011-10-01,Bare,4,
2011-10-01,Basketo SP Woreda,2,
2011-10-01,Baso Liben,1,
2011-10-01,Basona Worena,1,
2011-10-01,Bati,2,
2011-10-01,Becho,1,
2011-10-01,Bedeno,2,
2011-10-01,Begi,1,
2011-10-01,Bele Gesgar,2,
2011-10-01,Bena Tsemay,3,
2011-10-01,Bensa,2,
2011-10-01,Berahle,3,
2011-10-01,Berbere,2,
2011-10-01,Bereh,1,
2011-10-01,Berehet,1,
2011-10-01,Bero,1,
2011-10-01,Beyeda,2,
2011-10-01,Bibugn,1,
2011-10-01,Bila Seyo,1,
2011-10-01,Bilidigilu,1,
2011-10-01,Bilo Nopha,1,
2011-10-01,Bio Jiganifado,1,
2011-10-01,Bita (Big),1,
2011-10-01,Boh,3,
2011-10-01,Boji Chekorsa,1,
2011-10-01,Boji Dirmeji,1,
2011-10-01,Boke,2,
2011-10-01,Boloso Bombe,2,
2011-10-01,Boloso sore,2,
2011-10-01,Bona Zuria,2,
2011-10-01,Boneya Boshe,1,
2011-10-01,Bonke,2,
2011-10-01,Bora,1,
2011-10-01,Bore,1,
2011-10-01,Borecha,1,
2011-10-01,Boreda,2,
2011-10-01,Boricha,2,
2011-10-01,Boset,2,
2011-10-01,Bugna,2,
2011-10-01,Bule,2,
2011-10-01,Bule Hora,3,
2011-10-01,Bulen,1,
2011-10-01,Bure,1,
2011-10-01,Bure Mudaytu,2,
2011-10-01,Burji SP Woreda,3,
2011-10-01,Bursa,1,
2011-10-01,Chefa Gula,2,
2011-10-01,Cheha,1,
2011-10-01,Cheliya,1,
2011-10-01,Chena,1,
2011-10-01,Chencha,2,
2011-10-01,Chereti/Weyib,3,
2011-10-01,Cheta,1,
2011-10-01,Chifra,2,
2011-10-01,Chilga,1,
2011-10-01,Chinaksen,2,
2011-10-01,Chire,1,
2011-10-01,Chiro Zuria,2,
2011-10-01,Chole,1,
2011-10-01,Chora,1,
2011-10-01,Chuko,2,
2011-10-01,Chwaka,1,
2011-10-01,Dabat,2,
2011-10-01,Dabo Hana,1,
2011-10-01,Dale,2,
2011-10-01,Dale Sadi,1,
2011-10-01,Dale Wabera,1,
2011-10-01,Dalocha,2,
2011-10-01,Dalul,3,
2011-10-01,Damot Gale,2,
2011-10-01,Damot Pulasa,2,
2011-10-01,Damot Sore,2,
2011-10-01,Damot Weydie,2,
2011-10-01,Dangila,1,
2011-10-01,Dangura,1,
2011-10-01,Daniboya,2,
2011-10-01,Dano,1,
2011-10-01,Danot,4,
2011-10-01,Dara,2,
2011-10-01,Daramalo,2,
2011-10-01,Darimu,1,
2011-10-01,Daro Lebu,2,
2011-10-01,Dasenech (Kuraz),3,
2011-10-01,Dawe Kachen,4,
2011-10-01,Dawo,1,
2011-10-01,Dawunt,2,
2011-10-01,Debark,2,
2011-10-01,Debay Telatgen,1,
2011-10-01,Debeweyin,4,
2011-10-01,Debre Elias,1,
2011-10-01,Debre Libanos,1,
2011-10-01,Debresina,2,
2011-10-01,Debub Achefer,1,
2011-10-01,Debub Bench,1,
2011-10-01,Decha,1,
2011-10-01,Deder,2,
2011-10-01,Dedesa,1,
2011-10-01,Dedo,1,
2011-10-01,Dega,1,
2011-10-01,Dega Damot,1,
2011-10-01,Degehabur,3,
2011-10-01,Degehamedo,4,
2011-10-01,Degeluna Tijo,1,
2011-10-01,Degem,1,
2011-10-01,Degua Temben,2,
2011-10-01,Dehana,2,
2011-10-01,Dehas,4,
2011-10-01,Dejen,1,
2011-10-01,Delanta,3,
2011-10-01,Dembecha,1,
2011-10-01,Dembel,2,
2011-10-01,Dembia,1,
2011-10-01,Denan,4,
2011-10-01,Dendi,1,
2011-10-01,Denibu Gofa,2,
2011-10-01,Dera,1,
2011-10-01,Derashe SP Woreda,3,
2011-10-01,Dessie Zuria,2,
2011-10-01,Dewa Harewa,2,
2011-10-01,Dewe,2,
2011-10-01,Dibat,1,
2011-10-01,Didu,1,
2011-10-01,Diga,1,
2011-10-01,Diguna Fango,2,
2011-10-01,Dihun,4,
2011-10-01,Diksis,1,
2011-10-01,Dila Zuria,2,
2011-10-01,Dillo,4,
2011-10-01,Dima,1,
2011-10-01,Dinsho,1,
2011-10-01,Dire,4,
2011-10-01,Dita,2,
2011-10-01,Doba,2,
2011-10-01,Dodola,1,
2011-10-01,Dodota,2,
2011-10-01,Dolo Odo,4,
2011-10-01,Dolobay,4,
2011-10-01,Dorani,1,
2011-10-01,Doya Gena,2,
2011-10-01,Dubti,2,
2011-10-01,Dugda,1,
2011-10-01,Dugda Dawa,3,
2011-10-01,Dulecha,2,
2011-10-01,Dune,2,
2011-10-01,East Belesa,2,
2011-10-01,East Esite,1,
2011-10-01,East Imi,3,
2011-10-01,Ebenat,2,
2011-10-01,Eferatana Gidem,1,
2011-10-01,Ejere (Addis Alem),1,
2011-10-01,Ela (Konta) SP Woreda,1,
2011-10-01,Elidar,3,
2011-10-01,Enarj Enawga,1,
2011-10-01,Enbise Sar Midir,2,
2011-10-01,Endamehoni,2,
2011-10-01,Enderta,2,
2011-10-01,Endiguagn,1,
2011-10-01,Enemay,1,
2011-10-01,Enemorina Eaner,1,
2011-10-01,Ensaro,1,
2011-10-01,Erebti,3,
2011-10-01,Erer,2,
2011-10-01,Erob,2,
2011-10-01,Esira,1,
2011-10-01,Ewa,2,
2011-10-01,Ezha,1,
2011-10-01,Fagta Lakoma,1,
2011-10-01,Farta,1,
2011-10-01,Fedis,2,
2011-10-01,Fentale,2,
2011-10-01,Ferfer,4,
2011-10-01,Fik,3,
2011-10-01,Filtu,3,
2011-10-01,Fogera,1,
2011-10-01,Fursi,2,
2011-10-01,Gaji,1,
2011-10-01,Gambela Zuria,1,
2011-10-01,Gambella Wild Life Reserve,2,
2011-10-01,Ganta Afeshum,2,
2011-10-01,Gasera,1,
2011-10-01,Gawo Kebe,1,
2011-10-01,Gaz Gibla,2,
2011-10-01,Gechi,1,
2011-10-01,Gedeb Asasa,1,
2011-10-01,Geladin,4,
2011-10-01,Gelana,1,
2011-10-01,Gelila (Semen Ari),2,
2011-10-01,Gembora,2,
2011-10-01,Gemechis,2,
2011-10-01,Gena Bosa,2,
2011-10-01,Gera,1,
2011-10-01,Gerar Jarso,1,
2011-10-01,Gerbo,4,
2011-10-01,Gesha (Deka),1,
2011-10-01,Geta,1,
2011-10-01,Getawa,1,
2011-10-01,Gewane,2,
2011-10-01,Geze Gofa,2,
2011-10-01,Gibe,2,
2011-10-01,Gida Kiremu,1,
2011-10-01,Gidami,1,
2011-10-01,Gidan,3,
2011-10-01,Gimbi,1,
2011-10-01,Gimbichu,1,
2011-10-01,Gimbo,1,
2011-10-01,Ginde Beret,1,
2011-10-01,Ginir,2,
2011-10-01,Girawa,2,
2011-10-01,Girja (Harenfema),2,
2011-10-01,Gishe Rabel,2,
2011-10-01,Gnangatom,3,
2011-10-01,Goba,1,
2011-10-01,Goba Koricha,2,
2011-10-01,Gobu Seyo,1,
2011-10-01,Gode,3,
2011-10-01,Godere,1,
2011-10-01,Goge,1,
2011-10-01,Golo Oda,2,
2011-10-01,Gololcha Arsi,2,
2011-10-01,Gololcha Bale,2,
2011-10-01,Goma,1,
2011-10-01,Goncha Siso Enese,2,
2011-10-01,Gonder Zuria,1,
2011-10-01,Gonje,1,
2011-10-01,Gorche,1,
2011-10-01,Goro,2,
2011-10-01,Goro,1,
2011-10-01,Goro Baqaqsa,3,
2011-10-01,Goro Gutu,2,
2011-10-01,Guagusa Shikudad,1,
2011-10-01,Guangua,1,
2011-10-01,Guba,2,
2011-10-01,Guba Lafto,3,
2011-10-01,Gudetu Kondole,1,
2011-10-01,Guduru,1,
2011-10-01,Gulina,2,
2011-10-01,Gulomekeda,2,
2011-10-01,Gumay,1,
2011-10-01,Gumer,1,
2011-10-01,Guna,1,
2011-10-01,Gunagado,4,
2011-10-01,Gura Damole,4,
2011-10-01,Guradamole,3,
2011-10-01,Gurafereda,1,
2011-10-01,Gursum,2,
2011-10-01,Guto Gida,1,
2011-10-01,Guzamn,1,
2011-10-01,Habro,2,
2011-10-01,Habru,2,
2011-10-01,Hadero Tubito,2,
2011-10-01,Hagere Mariam,1,
2011-10-01,Halu (Huka),1,
2011-10-01,Hambela Wamena,2,
2011-10-01,Hamer,3,
2011-10-01,Hamero,4,
2011-10-01,Harena Buluk,3,
2011-10-01,Hareshen,2,
2011-10-01,Haro Limu,1,
2011-10-01,Haro Maya,2,
2011-10-01,Haru,1,
2011-10-01,Hawa Galan,1,
2011-10-01,Hawi Gudina,2,
2011-10-01,Hawzen,2,
2011-10-01,Hidabu Abote,1,
2011-10-01,Hintalo Wejirat,2,
2011-10-01,Hitosa,1,
2011-10-01,Homosha,1,
2011-10-01,Horo,1,
2011-10-01,Hudet,4,
2011-10-01,Hulet Ej Enese,1,
2011-10-01,Hulla,2,
2011-10-01,Humbo,2,
2011-10-01,Hurumu,1,
2011-10-01,Ibantu,1,
2011-10-01,Ifata,1,
2011-10-01,Ilu,1,
2011-10-01,Inkolo Wabe,1,
2011-10-01,Itang,1,
2011-10-01,Jabi Tehnan,1,
2011-10-01,Jama,2,
2011-10-01,Janamora,2,
2011-10-01,Jarso,2,
2011-10-01,Jarso,1,
2011-10-01,Jarte Jardega,1,
2011-10-01,Jawi,1,
2011-10-01,Jeju,1,
